name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Mama Cata Mokkita,Cafe Unido,Medium-Light,United States,Panama,23.52,95,September 2021,"Rich, resonant, lyrically juicy. Dark chocolate, dried white peach, lilac, myrrh, ginseng in aroma and cup. Balanced, high-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. Long, lingering, integrated finish fulfills the promise of the cup."
Nicaragua Mierisch Finca La Huella Yellow Pacamara Honey,Small Eyes Cafe,Light,Taiwan,Nicaragua,11.02,93,November 2018,"Aromatically subtle, sweetly tart. Pie cherry, roasted cacao nib, pistachio, thyme, freesia-like flowers in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; viscous, syrupy acidity. The finish consolidates to notes of cocoa-toned pie cherry and freesia."
Nicaragua Mierisch Finca La Huella Yellow Pacamara Honey,Kakalove Cafe,Light,Taiwan,Guatemala,7.08,93,November 2018,"Crisp, richly sweet-toned. Tamarind, hazelnut, maple syrup, pink peppercorn, narcissus-like flowers in aroma and cup. Sweetly tart structure with gentle acidity; plush, syrupy mouthfeel. The finish consolidates to notes of tamarind, hazelnut and pink peppercorn."
Panama Hacienda La Esmeralda Gesha,Big Shoulders Coffee,Medium-Light,United States,Panama,24.69,96,December 2020,"Complex, floral- and citrus-toned. Lilac, cocoa nib, tangerine zest, apricot, sandalwood in aroma and cup. Delicately sweet-tart with juicy acidity; very full, syrupy mouthfeel. The deeply flavor-saturated finish resonates on and on."
Panama Hacienda La Esmeralda Gesha,modcup coffee,Light,United States,Panama,29.39,94,December 2021,"High-toned, balanced, richly sweet-tart. Dried apricot, star jasmine, cocoa nib, caramel, star anise in aroma and cup. Sweetly tart structure with juicy, engaging"
Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.26,94,June 2021,"Evaluated as espresso. Spice-toned, richly sweet-savory. Baking spices, mulberry, dark caramel, marjoram, narcissus in aroma and small cup. Nectar-like mouthfeel; crisp, sweet finish. In cappuccino-scaled milk, mulberry and clove notes lead, with undertones of dark caramel and narcissus."
Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,6.17,94,August 2022,"Richly spice- and fruit-toned. Nectarine, clove, narcissus, cocoa nib, cedar in aroma and cup. Brightly sweet structure with vibrant, juicy acidity; full, syrupy-smooth mouthfeel. The balanced finish leads with notes of cocoa nib and nectarine, supported by clove, cedar and a hint of narcissus."
Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,93,November 2022,"Chocolaty, floral-framed. Cocoa nib, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Cocoa nib and honeysuckle carry the finish, with hints of cedar underneath."
Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,92,December 2021,"Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib."
Sudan Rume,JBC Coffee Roasters,Medium-Light,United States,Colombia,13.23,95,August 2021,"Complex, sweetly and intricately herbaceous, citrusy. Lemon verbena, cardamom, cocoa nib, ginger, aromatic orchid in aroma and cup. Sweetly savory with delicately juicy acidity; crisp, silky mouthfeel. Long, resonant, flavor-saturated finish."
Sudan Rume,modcup coffee,Light,United States,Colombia,17.64,94,June 2020,"Spice-toned, delicate and deep. Cardamom, black tea, bergamot, honeysuckle, sandalwood in aroma and cup. Sweet-savory structure with juicy acidity; full, syrupy-smooth mouthfeel. Flavor-saturated finish leads with cardamom and bergamot, rounding to honeysuckle-toned sandalwood in the long."
Sumatra Dark,Starbucks Coffee,Dark,United States,Indonesia,3.08,87,February 2020,"Roast-dominant, smoky-sweet. Dark chocolate, burned mesquite, lily, prune, fresh earth in aroma and cup. Bittersweet structure with barely perceptible acidity; heavy, smooth mouthfeel. Persistent dark chocolate notes lift a rather bitter, earthy finish."
Sumatra Dark,Starbucks Coffee,Dark,United States,Indonesia,3.82,90,April 2022,"Earthy, bittersweet. Fresh-cut oak, cocoa powder, fresh leather, sweet pea, lily in aroma and cup. Bittersweet structure with barely perceptible acidity; very full, creamy mouthfeel. Wood-framed finish with hints of dark chocolate and fresh leather."
Sumatra Pantan Musara,Paradise Roasters,Medium-Light,United States,Indonesia,5.86,93,April 2019,"Richly and vivaciously sweet-savory. Pipe tobacco, date, grapefruit zest, spearmint, rose-like flowers in aroma and cup. Sweetly tart and deeply savory, almost meaty in structure. Syrupy but crisply drying mouthfeel. Flavor consolidates around grapefruit, spearmint and rose in a savory-bottomed, lasting finish."
Sumatra Pantan Musara,Revel Coffee,Medium-Light,United States,Indonesia,6.17,94,June 2020,"Richly sweet-savory, deeply aromatic. Black currant, cocoa nib, pink peppercorn, lilac, sandalwood in aroma and cup. Sweet-savory structure with high-toned acidity; viscous, satiny mouthfeel. Resonant, umami-leaning finish with notes of pink peppercorn and sandalwood."
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,93,April 2021,"Chocolaty, sweetly nut-toned. Baking chocolate, hazelnut butter, Bing cherry, cedar, maple syrup in aroma and cup. Sweet in structure with brisk acidity; lightly syrupy mouthfeel. The resonant finish leads with notes of baking chocolate and hazelnut (think Nutella) with undertones of cherry."
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,93,June 2020,"Cocoa-toned, crisply sweet. Cocoa powder, hazelnut butter, pear, cedar, agave syrup in aroma and cup. Sweet in structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of hazelnut and pear with undertones of cocoa powder."
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,92,May 2019,"Richly bittersweet with pleasing savory undertones. Milk chocolate, hop flowers, apricot, narcissus, sandalwood in aroma and cup. Savory-sweet structure with brisk acidity; plush, satiny mouthfeel. Crisp, resonant finish with notes of milk chocolate and hop flowers. "
Yemen Mocha Haimi,Dragonfly Coffee Roasters,Light,United States,Yemen,15.43,94,July 2021,"Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity; syrupy-smooth mouthfeel. Sweet ferment suggesting rum barrel animates the crisply cocoa-toned finish. "
Yemen Mocha Haimi,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,17.64,93,October 2021,"Quietly complex, gently bright. Macadamia nut, baking chocolate, magnolia, blackberry, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. The resonant finish centers around notes of crisp chocolate and cedar."
